period,plantCode,plantName,fuel2002,fuelTypeDescription,state,stateDescription,primeMover,generation,generation-units
2019-11,57580,Broadridge Cogen,SUN,Solar,CA,California,ALL,78.82,megawatthours
2019-11,57580,Broadridge Cogen,SUN,Solar,CA,California,PV,78.82,megawatthours
2021-02,58169,CSUF Trigeneration,SUN,Solar,CA,California,ALL,503.0,megawatthours
2021-02,58169,CSUF Trigeneration,SUN,Solar,CA,California,PV,503.0,megawatthours
2019-11,62242,County of San Diego SBRC,SUN,Solar,CA,California,ALL,130.02,megawatthours
2019-11,62242,County of San Diego SBRC,SUN,Solar,CA,California,PV,130.02,megawatthours
2019-11,62246,Target Woodland Solar Project,SUN,Solar,CA,California,ALL,187.09,megawatthours
2019-11,62246,Target Woodland Solar Project,SUN,Solar,CA,California,PV,187.09,megawatthours
2019-10,56917,"Imperial Valley Solar, LLC",SUN,Solar,CA,California,ALL,23733.41,megawatthours
2019-10,56917,"Imperial Valley Solar, LLC",SUN,Solar,CA,California,PV,23733.41,megawatthours
2019-10,57004,SunEdison Walgreens Moreno Valley,SUN,Solar,CA,California,PV,76.93,megawatthours
2019-10,57005,Mariani Packing Vacaville Solar,SUN,Solar,CA,California,ALL,152.04,megawatthours
2019-10,57005,Mariani Packing Vacaville Solar,SUN,Solar,CA,California,PV,152.04,megawatthours
2019-10,57006,Walgreens Woodland Distribution Center,SUN,Solar,CA,California,ALL,136.08,megawatthours
2019-10,57006,Walgreens Woodland Distribution Center,SUN,Solar,CA,California,PV,136.08,megawatthours
2019-10,57007,SunEdison Ironwood State Prison,SUN,Solar,CA,California,ALL,156.03,megawatthours
2019-10,57007,SunEdison Ironwood State Prison,SUN,Solar,CA,California,PV,156.03,megawatthours
2019-10,57008,SunEdison Procter & Gamble Oxnard,SUN,Solar,CA,California,ALL,146.66,megawatthours
2019-10,57008,SunEdison Procter & Gamble Oxnard,SUN,Solar,CA,California,PV,146.66,megawatthours
2019-10,57009,Kohls San Bernardino Solar Facility,SUN,Solar,CA,California,ALL,118.65,megawatthours
2019-10,57009,Kohls San Bernardino Solar Facility,SUN,Solar,CA,California,PV,118.65,megawatthours
2019-10,57010,SunEdison Anheuser Busch Fairfield,SUN,Solar,CA,California,ALL,137.21,megawatthours
2019-10,57010,SunEdison Anheuser Busch Fairfield,SUN,Solar,CA,California,PV,137.21,megawatthours
2019-10,57011,Chuckawalla Valley State Prison,SUN,Solar,CA,California,ALL,156.72,megawatthours
2019-10,57011,Chuckawalla Valley State Prison,SUN,Solar,CA,California,PV,156.72,megawatthours
2019-10,57012,SunEdison Walmart Apple Valley DC,SUN,Solar,CA,California,ALL,193.93,megawatthours
2019-10,57012,SunEdison Walmart Apple Valley DC,SUN,Solar,CA,California,PV,193.93,megawatthours
2019-10,56768,CalRenew-1,SUN,Solar,CA,California,ALL,777.46,megawatthours
2019-10,56768,CalRenew-1,SUN,Solar,CA,California,PV,777.46,megawatthours
2019-10,58244,West Valley High School Solar,SUN,Solar,CA,California,ALL,124.63,megawatthours
2019-10,58244,West Valley High School Solar,SUN,Solar,CA,California,PV,124.63,megawatthours
2019-10,58249,VA Sepulveda Ambulatory Care Center,SUN,Solar,CA,California,ALL,423.16,megawatthours
2019-10,58249,VA Sepulveda Ambulatory Care Center,SUN,Solar,CA,California,PV,423.16,megawatthours
2019-10,58253,CBS Television City,SUN,Solar,CA,California,ALL,140.24,megawatthours
2019-10,58253,CBS Television City,SUN,Solar,CA,California,PV,140.24,megawatthours
2019-10,58289,Venable Solar 1,SUN,Solar,CA,California,ALL,294.89,megawatthours
2019-10,58289,Venable Solar 1,SUN,Solar,CA,California,PV,294.89,megawatthours
2019-10,58290,Venable Solar 2,SUN,Solar,CA,California,ALL,296.97,megawatthours
2019-10,58290,Venable Solar 2,SUN,Solar,CA,California,PV,296.97,megawatthours
2019-10,56939,Solar Blythe LLC,SUN,Solar,CA,California,ALL,3757.19,megawatthours
2019-10,56939,Solar Blythe LLC,SUN,Solar,CA,California,PV,3757.19,megawatthours
2019-10,56862,Bolthouse S&P and Rowen Farms Solar,SUN,Solar,CA,California,ALL,288.38,megawatthours
2019-10,56862,Bolthouse S&P and Rowen Farms Solar,SUN,Solar,CA,California,PV,288.38,megawatthours
2019-10,57073,Ivanpah 2,SUN,Solar,CA,California,ALL,29171.0,megawatthours
2019-10,57073,Ivanpah 2,SUN,Solar,CA,California,ST,29171.0,megawatthours
2019-10,57074,Ivanpah 1,SUN,Solar,CA,California,ALL,26695.0,megawatthours
2019-10,57074,Ivanpah 1,SUN,Solar,CA,California,ST,26695.0,megawatthours
2019-10,58261,FAA NorCal TRACON,SUN,Solar,CA,California,ALL,124.46,megawatthours
2019-10,57075,Ivanpah 3,SUN,Solar,CA,California,ALL,25234.0,megawatthours
2019-10,57075,Ivanpah 3,SUN,Solar,CA,California,ST,25234.0,megawatthours
2019-10,58261,FAA NorCal TRACON,SUN,Solar,CA,California,PV,124.46,megawatthours
2019-10,56996,Solar Photovoltaic Project #02,SUN,Solar,CA,California,ALL,57.33,megawatthours
2019-10,56996,Solar Photovoltaic Project #02,SUN,Solar,CA,California,PV,57.33,megawatthours
2019-10,56909,Gap Pacific Distribution Center,SUN,Solar,CA,California,ALL,87.6,megawatthours
2019-10,56909,Gap Pacific Distribution Center,SUN,Solar,CA,California,PV,87.6,megawatthours
2019-10,57004,SunEdison Walgreens Moreno Valley,SUN,Solar,CA,California,ALL,76.93,megawatthours
2020-01,62004,San Pablo Raceway,SUN,Solar,CA,California,ALL,15386.0,megawatthours
2020-01,62004,San Pablo Raceway,SUN,Solar,CA,California,PV,15386.0,megawatthours
2019-10,59964,Elevation Solar C,SUN,Solar,CA,California,ALL,9368.0,megawatthours
2019-10,59964,Elevation Solar C,SUN,Solar,CA,California,PV,9368.0,megawatthours
2021-04,57340,Panoche Valley Solar Farm,SUN,Solar,CA,California,PV,38078.0,megawatthours
2020-01,62052,Citizens Imperial Solar,SUN,Solar,CA,California,ALL,4904.0,megawatthours
2020-01,62052,Citizens Imperial Solar,SUN,Solar,CA,California,PV,4904.0,megawatthours
2019-11,61319,Port of LA Solar FiT Project,SUN,Solar,CA,California,ALL,103.45,megawatthours
2019-11,61319,Port of LA Solar FiT Project,SUN,Solar,CA,California,PV,103.45,megawatthours
2019-10,58354,Radiance Solar 4,SUN,Solar,CA,California,ALL,279.19,megawatthours
2019-10,58354,Radiance Solar 4,SUN,Solar,CA,California,PV,279.19,megawatthours
2019-10,57041,Vaca Dixon Solar Station,SUN,Solar,CA,California,ALL,266.61,megawatthours
2019-10,57041,Vaca Dixon Solar Station,SUN,Solar,CA,California,PV,266.61,megawatthours
2020-12,59525,Wright Solar Park,SUN,Solar,CA,California,ALL,20971.0,megawatthours
2020-12,59525,Wright Solar Park,SUN,Solar,CA,California,PV,20971.0,megawatthours
2019-10,58304,Kingsburg Solar,SUN,Solar,CA,California,ALL,616.83,megawatthours
2019-10,58304,Kingsburg Solar,SUN,Solar,CA,California,PV,616.83,megawatthours
2019-10,58306,Exeter Solar,SUN,Solar,CA,California,ALL,577.54,megawatthours
2019-10,58306,Exeter Solar,SUN,Solar,CA,California,PV,577.54,megawatthours
2019-10,58307,Ivanhoe Solar,SUN,Solar,CA,California,ALL,571.82,megawatthours
2019-10,58307,Ivanhoe Solar,SUN,Solar,CA,California,PV,571.82,megawatthours
2019-10,58308,Lindsay Solar,SUN,Solar,CA,California,ALL,639.99,megawatthours
2019-10,58308,Lindsay Solar,SUN,Solar,CA,California,PV,639.99,megawatthours
2019-10,58309,Porterville Solar,SUN,Solar,CA,California,ALL,571.99,megawatthours
2019-10,58309,Porterville Solar,SUN,Solar,CA,California,PV,571.99,megawatthours
2019-10,58355,Radiance Solar 5,SUN,Solar,CA,California,ALL,278.49,megawatthours
2019-10,58355,Radiance Solar 5,SUN,Solar,CA,California,PV,278.49,megawatthours
2020-12,59531,Borden Solar Farm,SUN,Solar,CA,California,ALL,4790.0,megawatthours
2021-04,57378,AV Solar Ranch One,SUN,Solar,CA,California,ALL,58413.0,megawatthours
2021-04,57378,AV Solar Ranch One,SUN,Solar,CA,California,PV,58413.0,megawatthours
2020-12,59531,Borden Solar Farm,SUN,Solar,CA,California,PV,4790.0,megawatthours
2021-04,57394,Genesis Solar Energy Project,SUN,Solar,CA,California,ALL,66672.0,megawatthours
2021-04,57394,Genesis Solar Energy Project,SUN,Solar,CA,California,ST,66672.0,megawatthours
2020-01,62288,"Valentine Solar, LLC",SUN,Solar,CA,California,ALL,12042.0,megawatthours
2019-10,58366,Atwell Island,SUN,Solar,CA,California,ALL,3260.48,megawatthours
2019-10,58366,Atwell Island,SUN,Solar,CA,California,PV,3260.48,megawatthours
2019-10,58370,Gridley Main,SUN,Solar,CA,California,ALL,127.41,megawatthours
2019-10,58370,Gridley Main,SUN,Solar,CA,California,PV,127.41,megawatthours
2019-10,58371,Gridley Main Two,SUN,Solar,CA,California,ALL,360.37,megawatthours
2019-10,58371,Gridley Main Two,SUN,Solar,CA,California,PV,360.37,megawatthours
2019-10,58373,White River Solar,SUN,Solar,CA,California,ALL,4094.57,megawatthours
2019-10,58373,White River Solar,SUN,Solar,CA,California,PV,4094.57,megawatthours
2019-10,58374,Corcoran Solar,SUN,Solar,CA,California,ALL,3876.7,megawatthours
2019-10,58374,Corcoran Solar,SUN,Solar,CA,California,PV,3876.7,megawatthours
2019-10,58430,Centinela Solar Energy,SUN,Solar,CA,California,ALL,41953.24,megawatthours
2020-01,62288,"Valentine Solar, LLC",SUN,Solar,CA,California,PV,12042.0,megawatthours
2019-10,58376,Oakley Solar Project,SUN,Solar,CA,California,ALL,198.79,megawatthours
2019-10,58376,Oakley Solar Project,SUN,Solar,CA,California,PV,198.79,megawatthours
2019-10,58430,Centinela Solar Energy,SUN,Solar,CA,California,PV,41953.24,megawatthours
2019-10,59915,Oro Loma,SUN,Solar,CA,California,ALL,4040.8,megawatthours
2019-10,59915,Oro Loma,SUN,Solar,CA,California,PV,4040.8,megawatthours
2019-10,59916,SunE- E Philadelphia Ontario,SUN,Solar,CA,California,ALL,149.09,megawatthours
2019-10,59916,SunE- E Philadelphia Ontario,SUN,Solar,CA,California,PV,149.09,megawatthours
2019-10,58388,Solar Star 1,SUN,Solar,CA,California,ALL,74358.0,megawatthours
2019-10,58445,Arrache 4006,SUN,Solar,CA,California,ALL,212.49,megawatthours
2019-10,58445,Arrache 4006,SUN,Solar,CA,California,PV,212.49,megawatthours
2019-10,58446,Arrache 4013,SUN,Solar,CA,California,ALL,356.38,megawatthours
2019-10,58446,Arrache 4013,SUN,Solar,CA,California,PV,356.38,megawatthours
2019-10,58447,Arrache 8083,SUN,Solar,CA,California,ALL,201.65,megawatthours
2019-10,58447,Arrache 8083,SUN,Solar,CA,California,PV,201.65,megawatthours
2019-10,58388,Solar Star 1,SUN,Solar,CA,California,PV,74358.0,megawatthours
2019-10,58389,Solar Star 2,SUN,Solar,CA,California,ALL,65450.0,megawatthours
2019-10,58389,Solar Star 2,SUN,Solar,CA,California,PV,65450.0,megawatthours
2019-10,58448,Nunn,SUN,Solar,CA,California,ALL,231.05,megawatthours
2019-10,58448,Nunn,SUN,Solar,CA,California,PV,231.05,megawatthours
2019-10,58449,Rutan,SUN,Solar,CA,California,ALL,335.04,megawatthours
2019-10,58449,Rutan,SUN,Solar,CA,California,PV,335.04,megawatthours
2019-10,58450,Vinam,SUN,Solar,CA,California,ALL,353.52,megawatthours
2019-10,58450,Vinam,SUN,Solar,CA,California,PV,353.52,megawatthours
2019-10,58451,Ma,SUN,Solar,CA,California,ALL,313.71,megawatthours
2019-10,58451,Ma,SUN,Solar,CA,California,PV,313.71,megawatthours
2019-10,58452,Horn,SUN,Solar,CA,California,ALL,311.62,megawatthours
2019-10,58452,Horn,SUN,Solar,CA,California,PV,311.62,megawatthours
2019-10,58513,Ironwood Solar LLC,SUN,Solar,CA,California,ALL,809.46,megawatthours
2019-10,58513,Ironwood Solar LLC,SUN,Solar,CA,California,PV,809.46,megawatthours
2019-10,58514,Desert Hot Springs Solar,SUN,Solar,CA,California,ALL,542.24,megawatthours
2019-10,58514,Desert Hot Springs Solar,SUN,Solar,CA,California,PV,542.24,megawatthours
2019-10,58398,Heber Solar,SUN,Solar,CA,California,ALL,2256.65,megawatthours
2019-10,58398,Heber Solar,SUN,Solar,CA,California,PV,2256.65,megawatthours
2019-10,58454,Watts 3115,SUN,Solar,CA,California,ALL,357.16,megawatthours
2019-10,58454,Watts 3115,SUN,Solar,CA,California,PV,357.16,megawatthours
2019-10,58522,Madera Community Hospital,SUN,Solar,CA,California,ALL,173.81,megawatthours
2019-10,58522,Madera Community Hospital,SUN,Solar,CA,California,PV,173.81,megawatthours
2019-10,59939,RE Tranquillity,SUN,Solar,CA,California,ALL,42790.02,megawatthours
2019-10,59939,RE Tranquillity,SUN,Solar,CA,California,PV,42790.02,megawatthours
2019-10,59940,"Great Valley Solar Portfolio Holdings, LLC",SUN,Solar,CA,California,ALL,43656.0,megawatthours
2019-10,58462,McCoy Solar Energy Project Hybrid,SUN,Solar,CA,California,ALL,62562.42,megawatthours
2019-10,58462,McCoy Solar Energy Project Hybrid,SUN,Solar,CA,California,PV,62562.42,megawatthours
2019-10,58525,City of Hayward WWTP,SUN,Solar,CA,California,ALL,199.13,megawatthours
2019-10,58525,City of Hayward WWTP,SUN,Solar,CA,California,PV,199.13,megawatthours
2019-10,58527,Crown Cooling Facility,SUN,Solar,CA,California,ALL,150.09,megawatthours
2019-10,58527,Crown Cooling Facility,SUN,Solar,CA,California,PV,150.09,megawatthours
2019-10,58528,Garnet Solar Generation Station I LLC,SUN,Solar,CA,California,ALL,384.13,megawatthours
2019-10,58528,Garnet Solar Generation Station I LLC,SUN,Solar,CA,California,PV,384.13,megawatthours
2019-10,59940,"Great Valley Solar Portfolio Holdings, LLC",SUN,Solar,CA,California,PV,43656.0,megawatthours
2019-10,59942,Morgan Lancaster 1,SUN,Solar,CA,California,ALL,254.12,megawatthours
2019-10,59942,Morgan Lancaster 1,SUN,Solar,CA,California,PV,254.12,megawatthours
2019-10,58467,Campo Verde Solar,SUN,Solar,CA,California,ALL,29126.51,megawatthours
2019-10,58467,Campo Verde Solar,SUN,Solar,CA,California,PV,29126.51,megawatthours
2019-10,59948,Bakersfield 111,SUN,Solar,CA,California,ALL,286.47,megawatthours
2019-10,59948,Bakersfield 111,SUN,Solar,CA,California,PV,286.47,megawatthours
2019-11,61265,Antelope DSR 3,SUN,Solar,CA,California,PV,1895.54,megawatthours
2019-10,58417,Lone Valley Solar Park I LLC,SUN,Solar,CA,California,ALL,2065.41,megawatthours
2019-10,58417,Lone Valley Solar Park I LLC,SUN,Solar,CA,California,PV,2065.41,megawatthours
2019-10,58418,Victor Dry Farm Ranch A,SUN,Solar,CA,California,ALL,866.79,megawatthours
2019-10,58418,Victor Dry Farm Ranch A,SUN,Solar,CA,California,PV,866.79,megawatthours
2019-10,58419,Victor Dry Farm Ranch B,SUN,Solar,CA,California,ALL,855.17,megawatthours
2019-10,58419,Victor Dry Farm Ranch B,SUN,Solar,CA,California,PV,855.17,megawatthours
2019-10,58542,"Desert Sunlight 250, LLC",SUN,Solar,CA,California,ALL,52362.26,megawatthours
2019-10,58542,"Desert Sunlight 250, LLC",SUN,Solar,CA,California,PV,52362.26,megawatthours
2019-10,58545,Community Solar 1,SUN,Solar,CA,California,ALL,1203.57,megawatthours
2019-10,58545,Community Solar 1,SUN,Solar,CA,California,PV,1203.57,megawatthours
2021-04,57331,Mojave Solar Project,SUN,Solar,CA,California,ALL,68076.0,megawatthours
2021-04,57331,Mojave Solar Project,SUN,Solar,CA,California,ST,68076.0,megawatthours
2019-10,59961,Western Antelope Blue Sky B,SUN,Solar,CA,California,ALL,4766.21,megawatthours
2019-10,59961,Western Antelope Blue Sky B,SUN,Solar,CA,California,PV,4766.21,megawatthours
2019-10,59962,North Lancaster Ranch,SUN,Solar,CA,California,ALL,3371.93,megawatthours
2019-10,59962,North Lancaster Ranch,SUN,Solar,CA,California,PV,3371.93,megawatthours
2019-10,59963,Central Antelope Dry Ranch C,SUN,Solar,CA,California,ALL,3324.57,megawatthours
2019-10,59963,Central Antelope Dry Ranch C,SUN,Solar,CA,California,PV,3324.57,megawatthours
2019-10,58422,CSU Northridge Plant,SUN,Solar,CA,California,ALL,78.93,megawatthours
2019-10,58422,CSU Northridge Plant,SUN,Solar,CA,California,PV,78.93,megawatthours
2021-04,57340,Panoche Valley Solar Farm,SUN,Solar,CA,California,ALL,38078.0,megawatthours
2019-11,56862,Bolthouse S&P and Rowen Farms Solar,SUN,Solar,CA,California,ALL,184.43,megawatthours
2019-11,56862,Bolthouse S&P and Rowen Farms Solar,SUN,Solar,CA,California,PV,184.43,megawatthours
2019-11,56813,CSU Fresno Solar Project,SUN,Solar,CA,California,ALL,82.37,megawatthours
2019-11,56813,CSU Fresno Solar Project,SUN,Solar,CA,California,PV,82.37,megawatthours
2019-10,60092,"Blythe Solar II, LLC",SUN,Solar,CA,California,PV,23615.28,megawatthours
2019-10,60093,"Blythe Solar 110, LLC",SUN,Solar,CA,California,ALL,25167.85,megawatthours
2019-10,60093,"Blythe Solar 110, LLC",SUN,Solar,CA,California,PV,25167.85,megawatthours
2019-11,56875,Sacramento Soleil LLC,SUN,Solar,CA,California,ALL,80.21,megawatthours
2019-11,56875,Sacramento Soleil LLC,SUN,Solar,CA,California,PV,80.21,megawatthours
2019-11,63651,North Kern State Prison Phase II,SUN,Solar,CA,California,ALL,405.63,megawatthours
2019-11,63651,North Kern State Prison Phase II,SUN,Solar,CA,California,PV,405.63,megawatthours
2020-02,60590,"Golden Fields Solar I, LLC",SUN,Solar,CA,California,ALL,10604.0,megawatthours
2020-02,60590,"Golden Fields Solar I, LLC",SUN,Solar,CA,California,PV,10604.0,megawatthours
2020-02,60591,"Solar Star California, XLI, LLC",SUN,Solar,CA,California,ALL,11048.0,megawatthours
2020-02,60591,"Solar Star California, XLI, LLC",SUN,Solar,CA,California,PV,11048.0,megawatthours
2019-11,61339,Green Beanworks B PV,SUN,Solar,CA,California,ALL,424.38,megawatthours
2019-11,61339,Green Beanworks B PV,SUN,Solar,CA,California,PV,424.38,megawatthours
2019-11,58289,Venable Solar 1,SUN,Solar,CA,California,ALL,188.59,megawatthours
2020-04,60590,"Golden Fields Solar I, LLC",SUN,Solar,CA,California,PV,13816.0,megawatthours
2020-04,60591,"Solar Star California, XLI, LLC",SUN,Solar,CA,California,ALL,14247.0,megawatthours
2020-04,60591,"Solar Star California, XLI, LLC",SUN,Solar,CA,California,PV,14247.0,megawatthours
2019-11,58289,Venable Solar 1,SUN,Solar,CA,California,PV,188.59,megawatthours
2019-11,58290,Venable Solar 2,SUN,Solar,CA,California,ALL,189.92,megawatthours
2019-11,58290,Venable Solar 2,SUN,Solar,CA,California,PV,189.92,megawatthours
2019-11,58304,Kingsburg Solar,SUN,Solar,CA,California,ALL,394.48,megawatthours
2019-11,58304,Kingsburg Solar,SUN,Solar,CA,California,PV,394.48,megawatthours
2019-11,63630,Pleasanton - Amador Valley High School,SUN,Solar,CA,California,ALL,0.0,megawatthours
2019-11,63630,Pleasanton - Amador Valley High School,SUN,Solar,CA,California,PV,0.0,megawatthours
2019-10,58498,RE Rosamond One LLC,SUN,Solar,CA,California,ALL,4961.27,megawatthours
2019-10,58498,RE Rosamond One LLC,SUN,Solar,CA,California,PV,4961.27,megawatthours
2019-10,58499,RE Rosamond Two LLC,SUN,Solar,CA,California,ALL,3878.44,megawatthours
2019-10,58499,RE Rosamond Two LLC,SUN,Solar,CA,California,PV,3878.44,megawatthours
2019-10,58500,RE Rio Grande Solar LLC,SUN,Solar,CA,California,ALL,911.11,megawatthours
2019-10,58500,RE Rio Grande Solar LLC,SUN,Solar,CA,California,PV,911.11,megawatthours
2019-11,58306,Exeter Solar,SUN,Solar,CA,California,ALL,369.36,megawatthours
2019-11,58306,Exeter Solar,SUN,Solar,CA,California,PV,369.36,megawatthours
2019-11,58307,Ivanhoe Solar,SUN,Solar,CA,California,ALL,365.7,megawatthours
2019-11,58307,Ivanhoe Solar,SUN,Solar,CA,California,PV,365.7,megawatthours
2019-11,58308,Lindsay Solar,SUN,Solar,CA,California,ALL,409.29,megawatthours
2019-11,58308,Lindsay Solar,SUN,Solar,CA,California,PV,409.29,megawatthours
2019-11,58309,Porterville Solar,SUN,Solar,CA,California,ALL,365.81,megawatthours
2019-11,58309,Porterville Solar,SUN,Solar,CA,California,PV,365.81,megawatthours
2019-10,60026,Little Rock Pham Solar,SUN,Solar,CA,California,ALL,673.21,megawatthours
2019-10,60026,Little Rock Pham Solar,SUN,Solar,CA,California,PV,673.21,megawatthours
2019-10,60027,Adera Solar,SUN,Solar,CA,California,ALL,3671.84,megawatthours
2019-10,60027,Adera Solar,SUN,Solar,CA,California,PV,3671.84,megawatthours
2019-10,60032,SunE Rochester,SUN,Solar,CA,California,ALL,136.17,megawatthours
2019-10,60032,SunE Rochester,SUN,Solar,CA,California,PV,136.17,megawatthours
2019-10,58502,RE Columbia 3 LLC,SUN,Solar,CA,California,ALL,1984.4,megawatthours
2019-10,58502,RE Columbia 3 LLC,SUN,Solar,CA,California,PV,1984.4,megawatthours
2019-10,58506,Chuckawalla Solar,SUN,Solar,CA,California,ALL,774.07,megawatthours
2019-10,58578,Sonora 1,SUN,Solar,CA,California,ALL,312.75,megawatthours
2019-10,58578,Sonora 1,SUN,Solar,CA,California,PV,312.75,megawatthours
2019-10,59976,RE Astoria,SUN,Solar,CA,California,ALL,21821.0,megawatthours
2019-10,59976,RE Astoria,SUN,Solar,CA,California,PV,21821.0,megawatthours
2019-10,59977,RE Astoria 2,SUN,Solar,CA,California,ALL,16604.0,megawatthours
2019-10,60033,"CA Flats Solar 130, LLC",SUN,Solar,CA,California,ALL,27715.0,megawatthours
2019-10,60033,"CA Flats Solar 130, LLC",SUN,Solar,CA,California,PV,27715.0,megawatthours
2019-10,60034,"CA Flats Solar 150, LLC",SUN,Solar,CA,California,ALL,30457.0,megawatthours
2019-10,60034,"CA Flats Solar 150, LLC",SUN,Solar,CA,California,PV,30457.0,megawatthours
2019-10,60035,Tequesquite Landfill Solar PV Project,SUN,Solar,CA,California,ALL,1256.47,megawatthours
2019-10,60035,Tequesquite Landfill Solar PV Project,SUN,Solar,CA,California,PV,1256.47,megawatthours
2019-10,60039,Frontier Solar LLC,SUN,Solar,CA,California,ALL,4517.99,megawatthours
2019-10,60039,Frontier Solar LLC,SUN,Solar,CA,California,PV,4517.99,megawatthours
2019-10,58506,Chuckawalla Solar,SUN,Solar,CA,California,PV,774.07,megawatthours
2019-10,58508,Bear Creek Solar,SUN,Solar,CA,California,ALL,335.48,megawatthours
2019-10,58508,Bear Creek Solar,SUN,Solar,CA,California,PV,335.48,megawatthours
2019-10,58509,Vintner Solar,SUN,Solar,CA,California,ALL,349.27,megawatthours
2019-10,58509,Vintner Solar,SUN,Solar,CA,California,PV,349.27,megawatthours
2019-10,58581,Oltmans SCE at Champagne,SUN,Solar,CA,California,ALL,135.21,megawatthours
2019-10,58581,Oltmans SCE at Champagne,SUN,Solar,CA,California,PV,135.21,megawatthours
2019-10,58582,Oltmans SCE at Jurupa,SUN,Solar,CA,California,ALL,246.06,megawatthours
2019-10,58582,Oltmans SCE at Jurupa,SUN,Solar,CA,California,PV,246.06,megawatthours
2019-11,59739,Lancaster WAD B,SUN,Solar,CA,California,PV,410.63,megawatthours
2019-11,59740,SEPV Mojave West,SUN,Solar,CA,California,ALL,3033.29,megawatthours
2019-11,59740,SEPV Mojave West,SUN,Solar,CA,California,PV,3033.29,megawatthours
2020-02,60825,Colgreen North Shore Solar Farm,SUN,Solar,CA,California,ALL,11710.0,megawatthours
2020-02,60825,Colgreen North Shore Solar Farm,SUN,Solar,CA,California,PV,11710.0,megawatthours
2019-11,58148,RE Kansas South LLC,SUN,Solar,CA,California,ALL,2718.79,megawatthours
2019-11,58148,RE Kansas South LLC,SUN,Solar,CA,California,PV,2718.79,megawatthours
2019-11,58149,TA-High Desert LLC,SUN,Solar,CA,California,ALL,2763.39,megawatthours
2019-11,58149,TA-High Desert LLC,SUN,Solar,CA,California,PV,2763.39,megawatthours
2019-10,59977,RE Astoria 2,SUN,Solar,CA,California,PV,16604.0,megawatthours
2019-10,59978,"Enerparc CA2, LLC",SUN,Solar,CA,California,ALL,307.03,megawatthours
2019-10,59978,"Enerparc CA2, LLC",SUN,Solar,CA,California,PV,307.03,megawatthours
2019-10,59979,"Columbia Solar Energy, LLC",SUN,Solar,CA,California,ALL,3327.26,megawatthours
2019-10,59979,"Columbia Solar Energy, LLC",SUN,Solar,CA,California,PV,3327.26,megawatthours
2019-10,60043,"Cuyama Solar, LLC",SUN,Solar,CA,California,ALL,8373.0,megawatthours
2019-10,60043,"Cuyama Solar, LLC",SUN,Solar,CA,California,PV,8373.0,megawatthours
2019-10,58510,Kettleman Solar Project,SUN,Solar,CA,California,ALL,228.97,megawatthours
2019-10,58510,Kettleman Solar Project,SUN,Solar,CA,California,PV,228.97,megawatthours
2019-10,58585,Sierra Nevada Brewing Co Hybrid,SUN,Solar,CA,California,ALL,224.29,megawatthours
2019-10,58585,Sierra Nevada Brewing Co Hybrid,SUN,Solar,CA,California,PV,224.29,megawatthours
2019-11,59746,DSH (CA) - Coalinga State Hospital,SUN,Solar,CA,California,ALL,258.81,megawatthours
2019-11,59746,DSH (CA) - Coalinga State Hospital,SUN,Solar,CA,California,PV,258.81,megawatthours
2019-11,59748,CDCR (CA) - Pleasant Valley State Prison,SUN,Solar,CA,California,ALL,167.79,megawatthours
2019-11,59748,CDCR (CA) - Pleasant Valley State Prison,SUN,Solar,CA,California,PV,167.79,megawatthours
2019-11,58354,Radiance Solar 4,SUN,Solar,CA,California,ALL,178.55,megawatthours
2019-11,58354,Radiance Solar 4,SUN,Solar,CA,California,PV,178.55,megawatthours
2019-11,58355,Radiance Solar 5,SUN,Solar,CA,California,ALL,178.11,megawatthours
2019-11,58355,Radiance Solar 5,SUN,Solar,CA,California,PV,178.11,megawatthours
2019-11,59942,Morgan Lancaster 1,SUN,Solar,CA,California,ALL,162.52,megawatthours
2019-11,59942,Morgan Lancaster 1,SUN,Solar,CA,California,PV,162.52,megawatthours
2019-10,58590,Cascade Solar,SUN,Solar,CA,California,ALL,4460.57,megawatthours
2019-10,58590,Cascade Solar,SUN,Solar,CA,California,PV,4460.57,megawatthours
2019-10,58592,Solar Gen 2 Solar Facility,SUN,Solar,CA,California,ALL,32956.98,megawatthours
2019-10,58592,Solar Gen 2 Solar Facility,SUN,Solar,CA,California,PV,32956.98,megawatthours
2019-11,59948,Bakersfield 111,SUN,Solar,CA,California,ALL,183.21,megawatthours
2019-11,59948,Bakersfield 111,SUN,Solar,CA,California,PV,183.21,megawatthours
2019-11,58169,CSUF Trigeneration,SUN,Solar,CA,California,ALL,343.0,megawatthours
2019-11,58169,CSUF Trigeneration,SUN,Solar,CA,California,PV,343.0,megawatthours
2019-11,58170,Crafton Hills College Solar Farm,SUN,Solar,CA,California,ALL,83.96,megawatthours
2019-11,58170,Crafton Hills College Solar Farm,SUN,Solar,CA,California,PV,83.96,megawatthours
2019-10,60060,Lindberg FIeld Solar,SUN,Solar,CA,California,ALL,427.41,megawatthours
2019-10,60060,Lindberg FIeld Solar,SUN,Solar,CA,California,PV,427.41,megawatthours
2019-11,59961,Western Antelope Blue Sky B,SUN,Solar,CA,California,ALL,3048.16,megawatthours
2019-11,59961,Western Antelope Blue Sky B,SUN,Solar,CA,California,PV,3048.16,megawatthours
2019-11,59962,North Lancaster Ranch,SUN,Solar,CA,California,ALL,2156.46,megawatthours
2019-11,59962,North Lancaster Ranch,SUN,Solar,CA,California,PV,2156.46,megawatthours
